,trial_id,num_layers,num_hidden_units,lr,batchsize,boundary_batchsize,beta,alpha,alpha_decay,lr_decay,alpha_limit,patience,epochs,activation,final_boundary_loss,final_pinn_loss
0,40,9,243,0.0003,1032,256,0.9940507244536945,0.9304872560386482,0.998,0.95,0.2,10,200,selu,0.07897510973270983,0.07859720080159605
0,41,8,131,0.003,1032,256,0.07427944517628539,0.9928358214746612,0.998,0.95,0.2,10,200,selu,0.4198477528989315,0.043191229342482984
0,42,7,305,3e-05,1032,256,0.7263766542840433,0.978381631510899,0.998,0.95,0.2,10,200,selu,0.19289813959039748,0.21295092813670635
0,43,7,288,3e-05,1032,256,0.4335280600496947,0.9702503759830436,0.998,0.95,0.2,10,200,selu,0.24925550539046526,0.18513664696365595
0,44,6,288,0.0003,1032,256,0.5665795281070128,0.913525919684254,0.998,0.95,0.2,10,200,selu,0.07392529549542814,0.07254113140515983
0,45,8,293,0.003,1032,256,0.2294601864811097,0.9506356062800772,0.998,0.95,0.2,10,200,selu,0.9491891209036112,0.041699295747093856
0,46,5,438,0.003,1032,256,0.3665891875239963,0.9273096269528306,0.998,0.95,0.2,10,200,selu,5.099385887384415,1.6990037796787982e-09
0,47,7,244,3e-05,1032,256,0.9916922096703528,0.9054931737994579,0.998,0.95,0.2,10,200,selu,0.22911714180372655,0.25391350127756596
0,48,8,142,0.0003,1032,256,0.7143383017057279,0.9958969871939034,0.998,0.95,0.2,10,200,selu,0.07611290353816003,0.11925144447013736
0,49,8,144,0.003,1032,256,0.5692557116784871,0.9417647438316,0.998,0.95,0.2,10,200,selu,0.5598821770399809,0.06880747387185693
