,trial_id,num_layers,num_hidden_units,lr,batchsize,boundary_batchsize,alpha,alpha_decay,lr_decay,patience,epochs,activation,final_boundary_loss,final_pinn_loss
0,17,2,197,0.0003,1032,256,0.9649136809947281,0.998,0.95,10,300,selu,0.3641693713143468,2.0711388513445854
0,18,8,63,0.03,1032,256,0.8816553743126438,0.998,0.95,10,300,selu,206.361909866333,0.0
0,19,4,151,0.003,1032,256,0.788336249612592,0.998,0.95,10,300,selu,0.49746868573129177,0.04179588635452092
0,20,6,118,0.003,1032,256,0.5451541318218983,0.998,0.95,10,300,selu,0.4909441936761141,0.03348688082769513
0,21,8,123,0.0003,1032,256,0.5080127417597258,0.998,0.95,10,300,selu,0.31274475203827024,0.07382336189039052
0,22,3,215,0.0003,1032,256,0.9205351855161414,0.998,0.95,10,300,selu,0.3211303665302694,0.0880784597247839
0,23,7,251,0.03,1032,256,0.6077820224974515,0.998,0.95,10,300,selu,200.2866439819336,0.0
0,24,5,202,0.003,1032,256,0.7137774792201861,0.998,0.95,10,300,selu,0.4971737922169268,0.023843005066737533
0,25,3,234,0.03,1032,256,0.9797819854648344,0.998,0.95,10,300,selu,5.583315759897232,2.7977579832077026
0,26,2,134,0.0003,1032,256,0.792389699052896,0.998,0.95,10,300,selu,0.3686103066429496,1.3767354637384415
0,27,2,276,0.003,1032,256,0.7144147275149713,0.998,0.95,10,300,selu,0.32611421775072813,0.05531336949206889
0,28,2,284,0.03,1032,256,0.8810388867883472,0.998,0.95,10,300,selu,2.9682028368115425,0.15181738883256912
0,29,6,244,0.0003,1032,256,0.8480085143696288,0.998,0.95,10,300,selu,0.30342315323650837,0.056932037929072976
0,30,2,226,0.003,1032,256,0.5930506347890471,0.998,0.95,10,300,selu,0.3005984132178128,0.04716622200794518
0,31,6,298,0.03,1032,256,0.9971577885413783,0.998,0.95,10,300,selu,205.8623809814453,0.0
0,32,3,195,0.0003,1032,256,0.906248209188151,0.998,0.95,10,300,selu,0.5896130511537194,0.11182314855977893
0,33,7,299,0.003,1032,256,0.5400173528558001,0.998,0.95,10,300,selu,0.46897788532078266,0.01338631205726415
0,34,4,110,0.03,1032,256,0.7971055156614679,0.998,0.95,10,300,selu,2.1715666837990284,0.0988286454230547
0,35,6,260,0.0003,1032,256,0.829997049237629,0.998,0.95,10,300,selu,0.28174242144450545,0.0517306481488049
0,36,7,187,0.0003,1032,256,0.9846847868658248,0.998,0.95,10,300,selu,0.47722327709198,0.07188824866898358
0,37,7,247,0.03,1032,256,0.8844635109974157,0.998,0.95,10,300,selu,203.73999500274658,0.0
0,38,2,50,0.03,1032,256,0.5291816385661019,0.998,0.95,10,300,selu,0.8395068477839231,0.09266272839158773
0,39,5,53,0.0003,1032,256,0.9876840201770221,0.998,0.95,10,300,selu,0.5749443350359797,0.40641404688358307
0,40,8,234,0.0003,1032,256,0.7720926866777853,0.998,0.95,10,300,selu,0.3209687927737832,0.04542245948687196
0,41,8,169,0.0003,1032,256,0.6539777759938665,0.998,0.95,10,300,selu,0.224411450792104,0.04608608549460769
0,42,9,48,0.0003,1032,256,0.9420751646280241,0.998,0.95,10,300,selu,0.22044264944270253,0.26752182003110647
0,43,2,133,0.0003,1032,256,0.8455060619587623,0.998,0.95,10,300,selu,0.3126153638586402,1.2321726195514202
0,44,2,93,0.03,1032,256,0.9718248759044378,0.998,0.95,10,300,selu,1.9024833105504513,0.08135098591446877
0,45,5,250,0.0003,1032,256,0.9583502680402803,0.998,0.95,10,300,selu,0.4364218348637223,0.07122499984689057
0,46,5,136,0.003,1032,256,0.6501797167225924,0.998,0.95,10,300,selu,0.4642135128378868,0.030714265420101583
0,47,7,220,0.0003,1032,256,0.7694654714282325,0.998,0.95,10,300,selu,0.3647364703938365,0.062224720139056444
0,48,8,184,0.003,1032,256,0.7816326095682815,0.998,0.95,10,300,selu,0.5695686573162675,0.06399900373071432
0,49,4,84,0.03,1032,256,0.5909193923941872,0.998,0.95,10,300,selu,1.1331573761999607,0.016957103449385613
0,50,8,143,0.0003,1032,256,0.7714304283316302,0.998,0.95,10,300,selu,0.25782590289600194,0.06413334817625582
0,51,6,242,0.0003,1032,256,0.7476233632285139,0.998,0.95,10,300,selu,0.3512250194326043,0.044012347934767604
0,52,5,41,0.003,1032,256,0.7832007147338023,0.998,0.95,10,300,selu,0.31643922021612525,0.12353720190003514
0,53,9,274,0.0003,1032,256,0.5355535589661697,0.998,0.95,10,300,selu,0.3465081453323364,0.027721068589016795
0,54,5,222,0.0003,1032,256,0.8892398687816612,0.998,0.95,10,300,selu,0.326976390555501,0.0744915148243308
0,55,9,154,0.0003,1032,256,0.7195993660716242,0.998,0.95,10,300,selu,0.3857486224733293,0.07089452561922371
0,56,9,158,0.03,1032,256,0.5880344500545243,0.998,0.95,10,300,selu,204.79541015625,0.0
0,57,3,294,0.003,1032,256,0.5296754622155002,0.998,0.95,10,300,selu,0.2492895550094545,0.04216887499205768
0,58,8,78,0.03,1032,256,0.73154329491979,0.998,0.95,10,300,selu,207.05353450775146,0.0
0,59,4,27,0.003,1032,256,0.5809523151034517,0.998,0.95,10,300,selu,0.30880715511739254,0.10580314509570599
