,trial_id,num_layers,num_hidden_units,lr,batchsize,boundary_batchsize,beta,alpha,alpha_decay,lr_decay,alpha_limit,patience,epochs,activation,final_boundary_loss,final_pinn_loss
0,42,8,201,0.003,1032,256,1000000000.0,0.9920026952824594,0.998,0.95,0.1,10,100,selu,41.83774256706238,2.6728993570432067
0,43,9,299,0.003,1032,256,1000000000.0,0.9552111580544133,0.998,0.95,0.1,10,100,selu,37.52443528175354,4.722510359490286
0,44,8,544,3e-06,1032,256,1000000000.0,0.9746556976465156,0.998,0.95,0.1,10,100,selu,744.3102436065674,19.202087879180908
0,45,7,635,3e-05,1032,256,1000000000.0,0.9759745321981518,0.998,0.95,0.1,10,100,selu,22.661072850227356,11.615366160869598
0,46,8,443,3e-05,1032,256,1000000000.0,0.9680693578678572,0.998,0.95,0.1,10,100,selu,25.36378887295723,7.635367967188358
0,47,5,284,3e-06,1032,256,1000000000.0,0.9773624007992241,0.998,0.95,0.1,10,100,selu,866.1668739318848,7.754193842411041
0,48,6,539,3e-05,1032,256,1000000000.0,0.9743210017555457,0.998,0.95,0.1,10,100,selu,52.19922339916229,18.970007479190826
0,49,9,508,3e-05,1032,256,1000000000.0,0.9690225156707641,0.998,0.95,0.1,10,100,selu,36.56359362602234,10.478620573878288
0,50,9,128,0.0003,1032,256,1000000000.0,0.9735600148728106,0.998,0.95,0.1,10,100,selu,45.55073440074921,1.2085072994232178
0,51,6,242,3e-05,1032,256,1000000000.0,0.9813455307725911,0.998,0.95,0.1,10,100,selu,101.52216506004333,22.825979232788086
0,52,9,342,0.0003,1032,256,1000000000.0,0.9863983059717161,0.998,0.95,0.1,10,100,selu,54.92472422122955,2.8921123922336847
0,53,8,154,3e-05,1032,256,1000000000.0,0.9896762094947444,0.998,0.95,0.1,10,100,selu,53.84835076332092,6.990652233362198
0,54,8,698,0.0003,1032,256,1000000000.0,0.9819427345257038,0.998,0.95,0.1,10,100,selu,33.64140576124191,0.5013301903381944
